id,blok_gudang,mode_pengiriman,panggilan_layanan_pelanggan,rating_pelanggan,harga_produk,pembelian_sebelumnya,kepentingan_produk,jenis_kelamin,diskon_ditawarkan,berat_dalam_gram,pengiriman_tepat_waktu
2102,F,kapal,4,3,144.0,2,rendah,Perempuan,5,4882.0,0
2103,D,kapal,6,3,213.0,3,rendah,Laki-laki,17,1656.0,1
2104,F,kapal,5,1,201.0,3,sedang,Laki-laki,19,2696.0,1
2105,D,kapal,3,4,199.0,4,sedang,Perempuan,6,5207.0,0
2106,F,kapal,6,5,284.0,4,sedang,Laki-laki,8,5346.0,1
2107,F,kapal,6,1,263.0,4,,Perempuan,6,1153.0,0
2108,F,kapal,3,4,239.0,4,sedang,Perempuan,8,4537.0,0
2109,A,kapal,3,3,140.0,2,sedang,Perempuan,30,1547.0,1
2110,B,pesawat,3,1,203.0,2,rendah,Laki-laki,2,4647.0,1
2111,F,kapal,5,2,173.0,2,rendah,Laki-laki,7,5836.0,0
2112,B,kapal,5,4,217.0,5,tinggi,Perempuan,3,1007.0,1
2113,A,kapal,3,1,248.0,3,sedang,Laki-laki,7,5588.0,0
2114,C,kapal,4,5,180.0,2,sedang,Perempuan,1,4332.0,0
2115,B,kapal,5,1,130.0,4,tinggi,Perempuan,9,4946.0,1
2116,F,darat,3,4,136.0,3,sedang,Laki-laki,6,4631.0,0
2117,D,kapal,3,2,198.0,2,sedang,Laki-laki,8,5889.0,0
2118,A,pesawat,3,3,205.0,2,sedang,Perempuan,2,2910.0,1
2119,D,pesawat,4,1,184.0,3,rendah,Perempuan,8,4667.0,0
2120,B,kapal,3,5,251.0,3,rendah,Laki-laki,1,5073.0,0
2121,A,kapal,6,5,206.0,2,rendah,Perempuan,6,5646.0,1
2122,F,kapal,4,2,162.0,4,sedang,Laki-laki,7,5294.0,0
2123,F,pesawat,4,1,241.0,3,sedang,Laki-laki,6,4558.0,0
2124,A,pesawat,5,4,233.0,2,rendah,Perempuan,7,4597.0,1
2125,C,kapal,4,4,232.0,5,sedang,Laki-laki,2,1386.0,0
2126,B,kapal,4,5,171.0,3,rendah,Perempuan,21,1683.0,1
2127,B,pesawat,3,2,257.0,2,rendah,Perempuan,9,5085.0,1
2128,D,kapal,6,4,310.0,4,sedang,Laki-laki,1,1494.0,1
2129,C,kapal,3,4,285.0,6,rendah,Perempuan,27,2249.0,1
2130,F,kapal,6,4,164.0,5,rendah,Laki-laki,20,1555.0,1
2131,F,kapal,3,1,109.0,6,rendah,Perempuan,6,5457.0,1
2132,B,kapal,7,4,291.0,4,tinggi,Laki-laki,4,1248.0,1
2133,C,darat,3,3,149.0,3,rendah,Perempuan,63,1196.0,1
2134,A,kapal,3,2,263.0,4,sedang,Laki-laki,8,2599.0,1
2135,F,kapal,3,1,155.0,3,rendah,Perempuan,9,5539.0,0
2136,F,kapal,3,2,135.0,3,rendah,Laki-laki,27,1898.0,1
2137,D,kapal,5,1,185.0,3,sedang,Perempuan,7,4855.0,1
2138,D,kapal,3,1,264.0,4,rendah,Laki-laki,10,4265.0,0
2139,F,kapal,6,1,275.0,4,rendah,Perempuan,5,1228.0,0
2140,D,kapal,4,2,139.0,3,sedang,Laki-laki,10,4648.0,0
2141,A,kapal,2,1,202.0,2,sedang,Perempuan,5,4456.0,0
2142,C,kapal,6,5,229.0,8,sedang,Perempuan,2,4271.0,1
2143,F,kapal,5,1,253.0,2,sedang,Laki-laki,3,5159.0,1
2144,F,kapal,5,4,192.0,3,sedang,Laki-laki,46,3709.0,1
2145,B,pesawat,3,2,238.0,4,sedang,Perempuan,49,3179.0,1
2146,B,kapal,3,3,249.0,5,sedang,Perempuan,9,1752.0,0
2147,C,kapal,4,3,194.0,2,,Laki-laki,4,5780.0,1
2148,C,kapal,3,3,260.0,2,rendah,Laki-laki,7,5738.0,0
2149,D,pesawat,4,5,219.0,2,sedang,Perempuan,21,3830.0,1
2150,F,pesawat,6,4,253.0,4,rendah,Perempuan,7,1485.0,0
2151,D,kapal,3,1,247.0,4,rendah,Perempuan,8,5376.0,1
2152,F,kapal,3,4,153.0,2,rendah,Perempuan,24,1442.0,1
2153,D,kapal,3,4,236.0,4,sedang,Perempuan,43,2584.0,1
2154,F,kapal,4,2,184.0,3,rendah,Laki-laki,3,1705.0,1
2155,D,kapal,4,1,242.0,6,rendah,Laki-laki,4,1791.0,1
2156,C,kapal,5,2,243.0,2,sedang,Laki-laki,58,2758.0,1
2157,D,kapal,3,1,222.0,3,rendah,Laki-laki,1,5362.0,1
2158,F,kapal,3,4,246.0,3,sedang,Laki-laki,30,3748.0,1
2159,A,kapal,3,1,198.0,3,rendah,Laki-laki,3,4965.0,1
2160,D,kapal,4,2,232.0,5,sedang,Perempuan,4,1783.0,0
2161,B,pesawat,3,1,151.0,2,rendah,Laki-laki,60,1925.0,1
2162,F,kapal,2,4,223.0,3,sedang,Perempuan,19,3356.0,1
2163,D,pesawat,4,4,185.0,3,tinggi,Perempuan,6,4238.0,1
2164,D,kapal,2,5,155.0,3,rendah,Laki-laki,23,1602.0,1
2165,F,darat,3,1,209.0,2,rendah,Laki-laki,6,5701.0,1
2166,B,kapal,4,1,136.0,3,sedang,Perempuan,4,5060.0,1
2167,A,kapal,6,2,301.0,4,sedang,Laki-laki,10,1747.0,1
2168,B,kapal,5,2,244.0,3,rendah,Laki-laki,8,3571.0,1
2169,D,kapal,4,5,172.0,2,sedang,Laki-laki,7,4559.0,0
2170,C,kapal,2,2,135.0,3,rendah,Laki-laki,15,1339.0,1
2171,C,kapal,4,2,237.0,3,rendah,Laki-laki,2,5277.0,0
2172,A,kapal,4,5,242.0,4,rendah,Perempuan,35,3215.0,1
2173,F,kapal,4,5,233.0,4,rendah,Perempuan,6,1495.0,0
2174,F,kapal,4,3,254.0,5,rendah,Perempuan,8,1851.0,0
2175,D,kapal,3,5,232.0,3,rendah,Laki-laki,10,5333.0,0
2176,A,kapal,4,1,191.0,2,rendah,Perempuan,4,5851.0,1
2177,F,kapal,6,3,279.0,4,rendah,Laki-laki,7,1090.0,1
2178,C,darat,2,1,113.0,5,rendah,Perempuan,9,1957.0,1
2179,D,kapal,3,4,148.0,3,sedang,Laki-laki,7,4531.0,0
2180,D,kapal,3,1,172.0,10,tinggi,Perempuan,30,1294.0,1
2181,F,kapal,3,2,264.0,2,rendah,Laki-laki,6,5702.0,1
2182,F,kapal,5,4,259.0,3,sedang,Perempuan,43,2685.0,1
2183,F,kapal,5,1,142.0,6,sedang,Laki-laki,1,4843.0,1
2184,B,kapal,4,5,185.0,2,rendah,Perempuan,47,3974.0,1
2185,F,kapal,4,1,139.0,3,sedang,Perempuan,7,4275.0,0
2186,C,kapal,4,4,143.0,2,sedang,Perempuan,3,5630.0,1
2187,C,kapal,4,2,166.0,3,sedang,Perempuan,8,4758.0,0
2188,F,kapal,3,2,154.0,3,rendah,Perempuan,56,1136.0,1
2189,F,kapal,5,5,266.0,10,tinggi,Perempuan,2,5890.0,0
2190,D,kapal,3,1,232.0,2,rendah,Perempuan,3,4562.0,1
2191,A,kapal,2,2,145.0,2,rendah,Laki-laki,1,1126.0,1
2192,B,kapal,5,5,135.0,4,sedang,Perempuan,7,5765.0,1
2193,B,darat,4,1,259.0,3,sedang,Laki-laki,5,4435.0,1
2194,F,kapal,5,1,307.0,4,rendah,Laki-laki,8,1511.0,1
2195,F,kapal,6,1,152.0,2,rendah,Perempuan,3,1340.0,0
2196,B,pesawat,5,3,257.0,5,sedang,Perempuan,7,1565.0,1
2197,F,kapal,3,5,168.0,4,sedang,Laki-laki,23,1347.0,1
2198,C,kapal,4,2,258.0,5,sedang,Laki-laki,1,1920.0,0
2199,F,darat,4,5,238.0,10,sedang,Perempuan,44,3860.0,1
2200,D,kapal,6,4,241.0,6,tinggi,Perempuan,61,2806.0,1
2201,C,kapal,4,5,187.0,2,rendah,Laki-laki,44,3218.0,1
2202,F,kapal,3,4,264.0,3,rendah,Laki-laki,8,4575.0,1
2203,C,pesawat,4,2,191.0,4,rendah,Laki-laki,7,5507.0,1
2204,D,kapal,3,5,202.0,2,sedang,Laki-laki,3,5746.0,1
2205,D,darat,2,2,159.0,6,rendah,Perempuan,6,4044.0,0
2206,B,darat,4,1,264.0,3,rendah,Laki-laki,13,3015.0,1
2207,B,kapal,4,3,123.0,4,sedang,Laki-laki,6,4166.0,0
2208,C,darat,7,5,301.0,4,rendah,Laki-laki,9,1660.0,1
2209,B,kapal,6,5,194.0,5,rendah,Perempuan,8,4777.0,0
2210,F,pesawat,4,2,246.0,3,rendah,Perempuan,7,5616.0,0
2211,D,kapal,3,4,166.0,3,sedang,Laki-laki,43,1095.0,1
2212,B,kapal,3,2,243.0,3,sedang,Laki-laki,31,3943.0,1
2213,A,kapal,5,1,219.0,3,rendah,Laki-laki,14,2447.0,1
2214,B,kapal,5,4,258.0,2,rendah,Perempuan,8,4200.0,0
2215,F,pesawat,4,4,146.0,3,sedang,Perempuan,6,4672.0,1
2216,F,darat,4,4,183.0,3,rendah,Laki-laki,29,3251.0,1
2217,F,kapal,3,5,139.0,2,rendah,Perempuan,6,5181.0,0
2218,F,darat,6,1,163.0,4,tinggi,Laki-laki,3,4031.0,1
2219,B,kapal,5,1,224.0,2,sedang,Laki-laki,4,5063.0,0
2220,A,kapal,7,3,255.0,4,sedang,Perempuan,4,1373.0,0
2221,F,kapal,2,5,180.0,6,sedang,Perempuan,7,4907.0,1
2222,F,darat,5,4,264.0,3,tinggi,Laki-laki,9,5841.0,1
2223,A,kapal,5,2,184.0,3,rendah,Perempuan,4,4552.0,0
2224,D,kapal,3,1,153.0,3,rendah,Laki-laki,10,5121.0,1
2225,F,darat,5,1,206.0,4,rendah,Laki-laki,62,1137.0,1
2226,B,kapal,3,4,231.0,6,sedang,Perempuan,3,5910.0,1
2227,D,kapal,4,3,171.0,2,sedang,Laki-laki,10,5211.0,0
2228,F,kapal,3,3,162.0,8,tinggi,Perempuan,10,4842.0,0
2229,A,kapal,3,1,201.0,3,rendah,Perempuan,3,4556.0,1
2230,C,kapal,3,4,267.0,3,tinggi,Perempuan,2,5204.0,1
2231,A,kapal,5,5,198.0,5,sedang,Laki-laki,36,2803.0,1
2232,A,kapal,3,4,198.0,2,sedang,Perempuan,20,2266.0,1
2233,C,kapal,4,4,245.0,3,sedang,Perempuan,7,4480.0,1
2234,A,kapal,3,4,166.0,2,rendah,Perempuan,10,5258.0,0
2235,D,kapal,4,3,148.0,2,rendah,Laki-laki,29,1809.0,1
2236,B,kapal,5,2,169.0,2,sedang,Laki-laki,4,6000.0,1
2237,C,kapal,2,5,130.0,3,rendah,Laki-laki,16,1092.0,1
2238,D,kapal,6,3,281.0,3,sedang,Laki-laki,11,2135.0,1
2239,B,darat,4,5,257.0,5,sedang,Laki-laki,6,1008.0,0
2240,F,kapal,3,4,267.0,3,sedang,Perempuan,62,3589.0,1
2241,A,kapal,4,3,162.0,3,rendah,Laki-laki,53,1194.0,1
2242,C,pesawat,3,3,255.0,2,tinggi,Laki-laki,7,3311.0,1
2243,A,kapal,5,3,236.0,3,tinggi,Perempuan,47,3519.0,1
2244,A,kapal,3,3,165.0,2,sedang,Laki-laki,1,4768.0,0
2245,C,kapal,4,4,170.0,4,rendah,Laki-laki,39,1868.0,1
2246,F,kapal,4,5,233.0,3,sedang,Perempuan,7,5604.0,1
2247,A,kapal,4,3,118.0,5,rendah,Perempuan,15,1601.0,1
2248,C,kapal,4,1,160.0,5,rendah,Perempuan,10,4018.0,1
2249,F,pesawat,4,1,152.0,3,sedang,Perempuan,3,4250.0,1
2250,C,pesawat,6,2,290.0,4,sedang,Laki-laki,1,1111.0,0
2251,B,kapal,3,3,186.0,3,rendah,Laki-laki,24,3262.0,1
2252,B,kapal,3,3,216.0,4,rendah,Perempuan,9,5107.0,1
2253,F,kapal,6,5,268.0,4,rendah,Laki-laki,7,1600.0,1
2254,B,kapal,4,3,223.0,4,rendah,Perempuan,25,3148.0,1
2255,B,kapal,3,1,224.0,3,rendah,Perempuan,1,4862.0,1
2256,B,kapal,4,1,192.0,4,tinggi,Laki-laki,5,4142.0,1
2257,C,kapal,6,3,274.0,4,rendah,Laki-laki,10,1174.0,0
2258,C,darat,4,5,206.0,3,sedang,Laki-laki,5,5785.0,1
2259,D,kapal,4,4,145.0,4,rendah,Perempuan,35,1210.0,1
2260,C,kapal,3,3,176.0,3,rendah,Perempuan,10,5284.0,1
2261,F,darat,4,4,205.0,2,sedang,Perempuan,8,5876.0,0
2262,F,kapal,4,5,228.0,5,rendah,Laki-laki,9,1381.0,0
2263,C,kapal,4,3,158.0,2,rendah,Laki-laki,46,1374.0,1
2264,B,kapal,5,1,234.0,2,rendah,Laki-laki,12,2372.0,1
2265,B,kapal,2,3,226.0,3,sedang,Laki-laki,8,5106.0,1
2266,D,kapal,4,5,254.0,3,sedang,Perempuan,10,4148.0,0
2267,A,pesawat,6,3,283.0,5,sedang,Laki-laki,10,1483.0,0
2268,A,kapal,4,4,243.0,3,rendah,Laki-laki,10,3327.0,1
2269,F,kapal,2,2,160.0,6,sedang,Perempuan,9,4972.0,1
2270,C,kapal,6,3,256.0,5,rendah,Perempuan,1,1980.0,0
2271,F,kapal,4,5,217.0,3,rendah,Perempuan,6,4848.0,1
2272,C,kapal,5,4,260.0,6,sedang,Laki-laki,8,5440.0,1
2273,A,kapal,3,4,224.0,2,sedang,Perempuan,15,2701.0,1
2274,A,kapal,3,5,268.0,3,rendah,Perempuan,6,4172.0,1
2275,F,kapal,6,4,247.0,4,sedang,Laki-laki,3,1946.0,0
2276,B,darat,3,2,140.0,2,tinggi,Perempuan,7,,1
2277,C,kapal,3,1,230.0,2,sedang,Perempuan,18,2832.0,1
2278,C,kapal,5,5,266.0,5,rendah,Perempuan,9,4500.0,0
2279,F,kapal,5,4,264.0,3,sedang,Laki-laki,2,5716.0,0
2280,B,kapal,5,3,240.0,5,rendah,Laki-laki,6,1489.0,0
2281,F,kapal,3,1,,2,rendah,Perempuan,39,2696.0,1
2282,F,kapal,4,3,262.0,2,rendah,Laki-laki,10,5524.0,1
2283,F,kapal,3,1,203.0,2,sedang,Perempuan,51,3976.0,1
2284,D,kapal,3,4,230.0,3,tinggi,Perempuan,22,3546.0,1
2285,D,kapal,5,3,197.0,2,rendah,Perempuan,12,3400.0,1
2286,B,kapal,6,4,278.0,4,rendah,Laki-laki,3,1141.0,1
2287,D,kapal,4,5,272.0,2,sedang,Laki-laki,9,5055.0,1
2288,F,kapal,3,5,240.0,3,sedang,Perempuan,54,2919.0,1
2289,C,kapal,4,2,151.0,3,sedang,Laki-laki,10,5698.0,0
2290,B,kapal,6,1,261.0,4,sedang,Perempuan,8,1524.0,0
2291,F,kapal,3,1,226.0,2,rendah,Laki-laki,18,2319.0,1
2292,A,kapal,3,2,179.0,5,rendah,Perempuan,52,1991.0,1
2293,A,kapal,3,1,242.0,8,sedang,Laki-laki,4,4943.0,0
2294,B,kapal,4,3,229.0,6,sedang,Laki-laki,1,1235.0,1
2295,C,darat,3,1,108.0,6,sedang,Perempuan,7,4024.0,0
2296,F,pesawat,3,1,246.0,3,rendah,Perempuan,10,4707.0,1
2297,B,darat,5,3,160.0,3,tinggi,Laki-laki,25,1977.0,1
2298,F,kapal,3,1,268.0,3,rendah,Laki-laki,2,4746.0,1
2299,C,kapal,3,1,244.0,3,tinggi,Laki-laki,7,5140.0,1
2300,A,kapal,4,2,143.0,6,sedang,Laki-laki,20,1654.0,1
2301,B,kapal,5,3,192.0,3,sedang,Perempuan,6,4037.0,1
2302,F,darat,5,4,251.0,2,rendah,Perempuan,3,5347.0,1
2303,F,kapal,3,5,245.0,4,rendah,Laki-laki,8,5600.0,0
2304,C,kapal,3,3,225.0,4,rendah,Laki-laki,10,5690.0,0
2305,F,darat,2,3,194.0,4,sedang,Laki-laki,65,3795.0,1
2306,F,kapal,3,2,151.0,2,sedang,Laki-laki,1,5179.0,0
2307,F,kapal,5,1,143.0,2,rendah,Laki-laki,46,1387.0,1
2308,F,kapal,5,1,194.0,7,sedang,Laki-laki,8,4770.0,0
2309,A,kapal,5,3,257.0,5,rendah,Perempuan,3,1262.0,1
2310,F,pesawat,4,2,197.0,7,sedang,Laki-laki,43,3730.0,1
2311,B,kapal,5,5,243.0,2,rendah,Laki-laki,9,4669.0,1
2312,D,kapal,5,3,169.0,3,rendah,Perempuan,9,4289.0,1
2313,D,kapal,4,1,168.0,2,rendah,Laki-laki,3,4665.0,1
2314,A,kapal,3,3,264.0,3,sedang,Perempuan,6,4247.0,1
2315,B,kapal,4,2,264.0,5,sedang,Perempuan,6,1736.0,1
2316,F,darat,5,1,172.0,5,sedang,Perempuan,1,4730.0,0
2317,B,kapal,4,3,134.0,4,rendah,Laki-laki,8,4879.0,1
2318,D,pesawat,5,2,279.0,4,rendah,Perempuan,8,4418.0,1
2319,B,kapal,3,2,195.0,10,rendah,Perempuan,9,4256.0,0
2320,D,kapal,5,3,250.0,2,rendah,Perempuan,14,2064.0,1
2321,B,kapal,4,3,187.0,4,tinggi,Perempuan,29,3141.0,1
2322,C,kapal,5,2,206.0,4,rendah,Laki-laki,5,1149.0,0
2323,D,pesawat,5,4,202.0,3,rendah,Perempuan,3,4559.0,1
2324,D,kapal,4,5,,4,rendah,Laki-laki,65,1818.0,1
2325,D,pesawat,6,1,126.0,3,sedang,Perempuan,37,1697.0,1
2326,F,pesawat,5,2,234.0,5,sedang,Laki-laki,7,1524.0,0
2327,A,darat,4,5,218.0,3,rendah,Perempuan,40,3200.0,1
2328,C,pesawat,4,4,147.0,3,sedang,Laki-laki,9,4534.0,1
2329,C,kapal,5,5,270.0,3,rendah,Laki-laki,2,4351.0,1
2330,B,kapal,4,1,275.0,10,sedang,Perempuan,23,2726.0,1
2331,F,pesawat,4,1,167.0,3,rendah,Perempuan,57,1782.0,1
2332,B,pesawat,3,3,142.0,3,sedang,Laki-laki,23,1897.0,1
2333,F,kapal,3,4,148.0,3,rendah,Perempuan,8,5267.0,1
2334,C,kapal,5,4,199.0,4,rendah,Laki-laki,24,3443.0,1
2335,F,kapal,3,3,190.0,7,sedang,Perempuan,7,2400.0,1
2336,F,kapal,4,5,206.0,3,rendah,Perempuan,65,2598.0,1
2337,C,kapal,4,3,257.0,5,sedang,Perempuan,9,1080.0,0
2338,F,kapal,6,3,189.0,3,sedang,Perempuan,3,5062.0,0
2339,F,kapal,4,1,161.0,3,rendah,Laki-laki,59,1454.0,1
2340,F,pesawat,4,2,270.0,5,rendah,Perempuan,5,1747.0,1
2341,C,pesawat,4,3,142.0,4,sedang,Laki-laki,12,1396.0,1
2342,F,pesawat,4,2,185.0,3,rendah,Laki-laki,27,3410.0,1
2343,F,darat,4,5,159.0,2,rendah,Perempuan,3,5704.0,0
2344,F,kapal,4,4,275.0,5,sedang,Laki-laki,5,1117.0,0
2345,D,darat,5,4,200.0,3,sedang,Laki-laki,3,4225.0,0
2346,A,pesawat,3,5,184.0,3,sedang,Perempuan,9,4969.0,0
2347,C,kapal,3,3,257.0,3,rendah,Laki-laki,64,3103.0,1
2348,B,kapal,3,5,253.0,2,sedang,Laki-laki,17,2205.0,1
2349,C,kapal,5,3,235.0,2,sedang,Perempuan,12,3358.0,1
2350,F,kapal,6,1,293.0,4,rendah,Perempuan,10,1534.0,1
2351,F,kapal,3,3,134.0,4,sedang,Laki-laki,7,5370.0,1
2352,B,kapal,4,3,222.0,2,sedang,Laki-laki,55,3833.0,1
2353,F,pesawat,5,2,251.0,2,rendah,Laki-laki,2,4245.0,1
2354,F,kapal,3,2,156.0,3,sedang,Laki-laki,2,4681.0,0
2355,D,darat,4,4,251.0,3,tinggi,Perempuan,5,5460.0,0
2356,D,kapal,3,1,207.0,4,rendah,Perempuan,9,5889.0,0
2357,B,kapal,6,4,268.0,4,sedang,Laki-laki,9,1354.0,1
2358,D,kapal,5,4,171.0,5,sedang,Laki-laki,1,5749.0,0
2359,C,kapal,5,5,262.0,5,rendah,Laki-laki,2,1304.0,0
2360,F,kapal,6,4,279.0,4,rendah,Perempuan,5,1241.0,0
2361,B,darat,5,3,270.0,5,sedang,Laki-laki,9,1764.0,1
2362,B,kapal,4,1,200.0,3,sedang,Perempuan,5,4120.0,1
2363,F,kapal,2,3,169.0,3,sedang,Laki-laki,48,1279.0,1
2364,F,kapal,3,5,150.0,10,rendah,Laki-laki,2,5042.0,0
2365,B,kapal,4,5,207.0,2,rendah,Perempuan,3,5270.0,1
2366,B,kapal,3,2,214.0,2,sedang,Laki-laki,7,1693.0,0
2367,D,kapal,6,4,270.0,4,rendah,Perempuan,10,1199.0,1
2368,F,kapal,5,1,271.0,5,rendah,Perempuan,5,1869.0,1
2369,F,kapal,6,5,176.0,3,rendah,Perempuan,10,5307.0,0
2370,A,kapal,3,1,213.0,3,tinggi,Perempuan,6,5535.0,0
2371,F,kapal,4,2,229.0,4,rendah,Laki-laki,8,5385.0,0
2372,C,darat,3,1,294.0,4,,Perempuan,52,1089.0,1
2373,A,darat,4,5,168.0,4,sedang,Laki-laki,5,5735.0,1
2374,F,pesawat,4,1,164.0,3,tinggi,Perempuan,1,5492.0,0
2375,B,kapal,5,3,204.0,3,tinggi,Perempuan,1,4037.0,1
2376,C,kapal,4,1,145.0,3,sedang,Laki-laki,8,4915.0,0
2377,F,darat,4,3,153.0,7,sedang,Perempuan,4,4499.0,1
2378,D,kapal,4,2,166.0,5,rendah,Laki-laki,8,4493.0,0
2379,D,kapal,5,3,249.0,2,sedang,Laki-laki,3,4440.0,0
2380,F,kapal,3,2,195.0,2,sedang,Laki-laki,9,5779.0,1
2381,F,kapal,5,3,150.0,3,sedang,Laki-laki,21,1187.0,1
2382,B,kapal,4,5,161.0,2,tinggi,Perempuan,5,5133.0,1
2383,F,kapal,2,1,149.0,4,sedang,Perempuan,7,5434.0,0
2384,C,kapal,3,1,187.0,4,sedang,Laki-laki,42,3621.0,1
2385,F,darat,5,3,138.0,2,rendah,Laki-laki,13,1056.0,1
2386,D,kapal,4,5,163.0,3,rendah,Laki-laki,38,1146.0,1
2387,D,pesawat,5,4,157.0,3,sedang,Perempuan,7,4199.0,1
2388,F,kapal,3,3,174.0,3,sedang,Perempuan,2,4221.0,0
2389,C,kapal,5,5,273.0,4,rendah,Laki-laki,7,4064.0,1
2390,A,pesawat,4,4,252.0,3,sedang,Perempuan,7,2477.0,1
2391,D,kapal,4,1,133.0,4,sedang,Laki-laki,64,1834.0,1
2392,D,pesawat,4,4,200.0,3,rendah,Laki-laki,19,2976.0,1
2393,F,kapal,5,1,160.0,2,rendah,Laki-laki,32,1576.0,1
2394,B,darat,5,5,271.0,6,rendah,Laki-laki,6,1450.0,1
2395,A,kapal,4,3,227.0,3,sedang,Perempuan,10,5491.0,1
2396,D,kapal,2,5,236.0,3,sedang,Perempuan,13,2171.0,1
2397,F,kapal,4,2,211.0,2,rendah,Perempuan,9,5883.0,1
2398,F,kapal,4,4,199.0,2,rendah,Laki-laki,9,3075.0,1
2399,F,darat,6,3,281.0,5,sedang,Perempuan,8,1864.0,1
2400,F,kapal,4,1,171.0,3,rendah,Perempuan,58,1516.0,1
2401,A,kapal,5,1,132.0,4,sedang,Perempuan,4,5461.0,0
2402,C,kapal,5,2,165.0,5,sedang,Laki-laki,9,5313.0,0
2403,A,kapal,4,3,247.0,4,rendah,Laki-laki,16,2362.0,1
2404,C,kapal,4,3,158.0,3,tinggi,Laki-laki,1,5089.0,1
2405,F,kapal,5,5,232.0,7,sedang,Laki-laki,6,5139.0,0
2406,D,pesawat,3,5,217.0,3,rendah,Laki-laki,9,4306.0,0
2407,F,kapal,3,3,169.0,2,sedang,Perempuan,8,4281.0,1
2408,C,pesawat,4,5,228.0,5,rendah,Laki-laki,2,1996.0,0
2409,A,pesawat,5,4,111.0,5,sedang,Perempuan,42,1587.0,1
2410,C,kapal,3,5,156.0,3,sedang,Laki-laki,44,1424.0,1
2411,F,kapal,4,1,132.0,3,rendah,Laki-laki,63,1901.0,1
2412,D,darat,4,2,269.0,2,sedang,Perempuan,2,4013.0,1
2413,D,kapal,4,2,190.0,6,tinggi,Laki-laki,5,4139.0,1
2414,F,pesawat,4,5,229.0,4,sedang,Perempuan,6,4157.0,0
2415,A,kapal,6,3,247.0,4,,Laki-laki,3,1616.0,1
2416,A,pesawat,6,5,276.0,4,rendah,Laki-laki,9,1319.0,0
2417,C,pesawat,2,5,254.0,2,rendah,Laki-laki,10,5718.0,1
2418,A,kapal,6,2,118.0,2,rendah,Perempuan,2,1744.0,1
2419,D,kapal,5,4,285.0,6,tinggi,Laki-laki,63,3151.0,1
2420,A,kapal,7,2,261.0,4,sedang,Laki-laki,9,1918.0,1
2421,F,pesawat,5,5,273.0,3,sedang,Perempuan,18,2415.0,1
2422,D,kapal,4,4,218.0,2,rendah,Laki-laki,9,5637.0,0
2423,F,darat,3,2,256.0,2,rendah,Perempuan,7,5725.0,1
2424,A,darat,3,5,139.0,2,sedang,Laki-laki,64,1857.0,1
2425,F,kapal,3,5,160.0,3,rendah,Perempuan,8,4106.0,0
2426,D,kapal,4,1,233.0,7,sedang,Laki-laki,7,4272.0,1
2427,F,kapal,4,2,242.0,6,rendah,Perempuan,10,1531.0,1
2428,A,darat,3,2,178.0,4,sedang,Perempuan,48,1079.0,1
2429,A,darat,4,5,139.0,2,sedang,Perempuan,1,4606.0,0
2430,D,kapal,4,3,143.0,2,sedang,Perempuan,64,1910.0,1
2431,A,kapal,3,4,247.0,3,rendah,Perempuan,4,5844.0,0
2432,F,kapal,5,2,243.0,2,sedang,Perempuan,4,3681.0,1
2433,A,darat,2,3,263.0,3,rendah,Laki-laki,10,5997.0,0
2434,D,kapal,3,4,187.0,3,rendah,Laki-laki,7,5417.0,0
2435,D,kapal,2,3,123.0,2,sedang,Laki-laki,11,1383.0,1
2436,F,kapal,4,5,164.0,3,tinggi,Laki-laki,3,4454.0,0
2437,D,kapal,2,5,238.0,2,rendah,Perempuan,6,5325.0,1
2438,A,kapal,6,1,238.0,6,rendah,Perempuan,13,2442.0,1
2439,F,darat,2,3,201.0,3,sedang,Laki-laki,5,5733.0,1
2440,C,kapal,5,5,137.0,2,rendah,Laki-laki,8,5111.0,1
2441,F,kapal,4,1,209.0,4,,Perempuan,1,5057.0,0
2442,F,darat,4,5,263.0,3,sedang,Perempuan,32,3723.0,1
2443,B,kapal,5,3,245.0,4,rendah,Laki-laki,1,5743.0,0
2444,F,kapal,3,5,187.0,2,sedang,Perempuan,50,2598.0,1
2445,C,pesawat,3,2,227.0,3,tinggi,Laki-laki,5,4167.0,1
2446,F,darat,5,1,187.0,4,sedang,Perempuan,9,5657.0,1
2447,C,kapal,3,3,247.0,2,tinggi,Perempuan,8,4593.0,1
2448,F,kapal,3,1,196.0,3,rendah,Perempuan,64,2911.0,1
2449,A,kapal,5,4,199.0,4,sedang,Laki-laki,2,4902.0,1
2450,B,darat,2,4,255.0,7,rendah,Perempuan,9,5224.0,1
2451,A,kapal,4,2,272.0,3,sedang,Perempuan,1,4933.0,1
2452,F,kapal,3,3,259.0,8,tinggi,Perempuan,6,5939.0,0
2453,C,kapal,3,4,243.0,4,sedang,Perempuan,10,4076.0,0
2454,F,kapal,3,4,271.0,4,sedang,Perempuan,16,2693.0,1
2455,C,kapal,4,1,229.0,4,sedang,Perempuan,2,5378.0,1
2456,A,pesawat,4,3,159.0,3,rendah,Laki-laki,33,1330.0,1
2457,F,kapal,5,1,275.0,5,rendah,Perempuan,3,1062.0,0
2458,F,kapal,5,5,237.0,5,tinggi,Perempuan,2,1593.0,1
2459,F,kapal,5,2,230.0,4,rendah,Perempuan,4,4782.0,1
2460,D,kapal,4,1,245.0,3,rendah,Perempuan,5,4523.0,0
2461,F,pesawat,5,4,235.0,4,rendah,Laki-laki,5,4506.0,0
